SECUCODE,SECURITY_CODE,INDUSTRY_CODE,ORG_CODE,SECURITY_NAME_ABBR,INDUSTRY_NAME,MARKET,SECURITY_TYPE_CODE,TRADE_MARKET_CODE,DATE_TYPE_CODE,REPORT_TYPE_CODE,DATA_STATE,NOTICE_DATE,REPORT_DATE,PARENT_NETPROFIT,TOTAL_OPERATE_INCOME,TOTAL_OPERATE_COST,TOE_RATIO,OPERATE_COST,OPERATE_EXPENSE,OPERATE_EXPENSE_RATIO,SALE_EXPENSE,MANAGE_EXPENSE,FINANCE_EXPENSE,OPERATE_PROFIT,TOTAL_PROFIT,INCOME_TAX,OPERATE_INCOME,INTEREST_NI,INTEREST_NI_RATIO,FEE_COMMISSION_NI,FCN_RATIO,OPERATE_TAX_ADD,MANAGE_EXPENSE_BANK,FCN_CALCULATE,INTEREST_NI_CALCULATE,EARNED_PREMIUM,EARNED_PREMIUM_RATIO,INVEST_INCOME,SURRENDER_VALUE,COMPENSATE_EXPENSE,TOI_RATIO,OPERATE_PROFIT_RATIO,PARENT_NETPROFIT_RATIO,DEDUCT_PARENT_NETPROFIT,DPN_RATIO
600649.SH,600649,016017,10003959,城投控股,房地产,shzb,058001001,069001001001,002,001,2,2020-08-31 00:00:00,2019-06-30 00:00:00,373916262.51,1822991161,1615135337.54,-54.8643531325,1589438765.94,1589438765.94,-47.1931430199,14842860.26,31805636.53,16343420.6,491347193.7,517232103.99,113166346.19,,,,,,-37295345.79,,,,,,,,,-56.0177438153,-51.098826513124,-47.149129534478,294871521.35,-37.251295698002
600619.SH,600619,016043,10003929,海立股份,机械行业,shzb,058001001,069001001001,002,001,2,2020-08-31 00:00:00,2019-06-30 00:00:00,169488881.38,6824846183.72,6620537132.31,-1.8971952298,5923435753.29,5923435753.29,-2.2798730064,170656102.34,222196380.52,57608999.88,245681140.55,247438153.63,31325588.25,,,,,,25603161.42,,,,,,,,,-2.26897754,0.14963922093,0.780129599801,138278341.68,-10.977533204786
600600.SH,600600,016031,10002658,青岛啤酒,酿酒行业,shzb,058001001,069001001001,002,001,2,2020-08-31 00:00:00,2019-06-30 00:00:00,1630516036,16550665464,14585610282,7.7562708819,9911821503,9911821503,7.8875279787,2989388327,590627801,-235121980,2308662169,2322218449,596677665,,,,,,1320966492,,,,,,,,,9.2187111107,22.102475583399,25.210010158114,1444985680,30.599739750732
600567.SH,600567,016025,10002633,山鹰纸业,造纸印刷,shzb,058001001,069001001001,002,001,2,2020-08-31 00:00:00,2019-06-30 00:00:00,925163014.94,11169851762.63,10521821924.62,0.0912923775,8895803163.81,8895803163.81,-0.0029083491,431713642.87,506979338.54,280219284.32,1056326245.89,1048975781.08,136060185.41,,,,,,103991471.43,,,,,,,,,-6.5598125284,-47.503028421517,-45.770119255897,805479873.39,-45.788674307204
600562.SH,600562,016043,10005853,国睿科技,机械行业,shzb,058001001,069001001001,002,001,2,2020-08-31 00:00:00,2019-06-30 00:00:00,150969246.94,1177307132.24,990194124.06,3.2986164369,850698900.91,850698900.91,132.1251595113,31511472.58,48589056.91,-485740.14,190904013.68,190805505.9,39086658.22,,,,,,6799453.37,,,,,,,,,1.480274067,-21.548581579711,-16.329516984175,16240622.56,-21.531489523254
600522.SH,600522,016015,10002604,中天科技,通讯行业,shzb,058001001,069001001001,002,001,2,2020-08-31 00:00:00,2019-06-30 00:00:00,1085596087.72,18577252106.22,17467659476.08,20.2799876621,16061162383.84,16061162383.84,21.4932950251,538541186.25,264426198.01,89493206.51,1292373330.81,1293941136.19,201576645.87,,,,,,64018280.86,,,,,,,,,18.3373504728,2.324188640943,2.155523756351,884621233.2,-6.963121730149
600521.SH,600521,016024,10005857,华海药业,医药制造,shzb,058001001,069001001001,002,001,2,2020-08-31 00:00:00,2019-06-30 00:00:00,334736668.58,2652970740.97,2301384944.99,1.4018122407,1095799460.39,1095799460.39,3.0510828522,460296865.2,409167008.55,109393609.89,436868187.14,429050999.42,77641190.26,,,,,,31252720.84,,,,,,,,,4.4998289826,67.205765370693,45.950421476758,264758789.84,30.207427657626
600497.SH,600497,016032,10007209,驰宏锌锗,有色金属,shzb,058001001,069001001001,002,001,2,2020-08-31 00:00:00,2019-06-30 00:00:00,697392688.29,9743130918.16,8947658136.49,-4.6483671822,8125950487.83,8125950487.83,-4.4065823645,37888616.51,432921640.28,276822980.28,817196542.09,817689090.65,125284394.42,,,,,,69786351.92,,,,,,,,,-5.7829764742,-19.122815237356,-4.685790930336,660387257.87,-9.182088142246
600496.SH,600496,016004,10002586,精工钢构,水泥建材,shzb,058001001,069001001001,002,001,2,2020-08-31 00:00:00,2019-06-30 00:00:00,182049642.21,4669269018.57,4472893102.64,17.7417359327,3938008149.03,3938008149.03,17.7873390347,68632860.18,179771861.03,81016929.51,183032629.28,189683870.36,9378585.32,,,,,,22886209.26,,,,,,,,,19.8755410455,33.566863196871,53.161424275219,162578814.58,54.034758788149
600487.SH,600487,016015,10007151,亨通光电,通讯行业,shzb,058001001,069001001001,002,001,2,2020-08-31 00:00:00,2019-06-30 00:00:00,730630753.47,15412298261.84,14716578440.42,6.2684338809,12773309642.25,12773309642.25,5.295021221,508764656.26,468820993.54,379818905.06,824808886.92,820755237.63,112083880.32,,,,,,47517102.06,,,,,,,,,0.9199225274,-42.551469057196,-37.646388952858,636760024.96,-41.76445699148
600428.SH,600428,016016,10002578,中远海特,港口水运,shzb,058001001,069001001001,002,001,2,2020-08-31 00:00:00,2019-06-30 00:00:00,99431282.8,3986479638.46,3895816805.81,16.7077766131,3416638014.64,3416638014.64,18.3351581197,24411632.16,259957908.7,180641027.12,125056060.8,124568668.26,25433854.79,,,,,,13079927.21,,,,,,,,,17.1820696643,83.785579750388,67.561982875717,93326620.62,77.261300060268
600381.SH,600381,016012,10002556,青海春天,食品饮料,shzb,058001001,069001001001,002,001,2,2020-08-31 00:00:00,2019-06-30 00:00:00,2757962.89,132427777.22,144891775.77,-16.5556971613,94940585.91,94940585.91,-28.3939275603,28678899.92,25204424.13,-6264058.82,-4654668.69,2536977.86,-221553.79,,,,,,666451.98,,,,,,,,,-29.8690095921,-104.942461127823,-96.663026945611,-4435393.85,-105.303552768283
600369.SH,600369,016027,10002547,西南证券,券商信托,shzb,058001001,069001001001,002,001,2,2020-08-31 00:00:00,2019-06-30 00:00:00,490496523.69,1709818323.05,1168358765.12,1.5874992416,,,,,1020171689.1,,541459557.93,537464230.36,58467967.44,,108150491,,507764028.38,-22.1294672451,10660660.11,,507764028.38,108150491,,,,,,12.1681533227,44.684761312298,60.981576979241,472142603.91,90.610570737452
600306.SH,600306,016036,10002500,*ST商城,商业百货,shzb,058001001,069001001003,002,001,2,2020-08-31 00:00:00,2019-06-30 00:00:00,-48883544.4,528253312.11,571269712.47,13.2844205104,443145012.41,443145012.41,17.8118728442,3912054.25,68000906.2,38070076.08,-43684607.81,-43813005.14,5045266.77,,,,,,18141663.53,,,,,,,,,16.798556885,15.758633010438,10.113162562851,-44321071.06,12.681088559191
600290.SH,600290,016020,10002487,*ST华仪,输配电气,shzb,058001001,069001001003,002,001,2,2020-08-31 00:00:00,2019-06-30 00:00:00,3118360.35,532863818.15,548799444.52,-30.1992977488,381595399.03,381595399.03,-35.7385237763,70634912.74,60249154.51,12305516.55,17005390.81,16640241.53,11476406.1,,,,,,2829056.54,,,,,,,,,-32.7677216641,1.363020641149,-42.839136441025,-36284172.77,-3471.42052948378
600247.SH,600247,016036,10002453,*ST成城,商业百货,shzb,058001001,069001001003,002,001,2,2020-08-31 00:00:00,2019-06-30 00:00:00,-22762607.42,6967390.41,27759574.41,-39.7587782149,1610857.46,1610857.46,-91.9397473433,2185563.43,3417764.64,19901137.03,-22960630.23,-22913902.33,,,,,,,644251.85,,,,,,,,,-71.9166502202,-260.853444929942,-193.512708390839,-23109320.27,0.123174697276
600242.SH,600242,016057,10002450,*ST中昌,软件服务,shzb,058001001,069001001003,002,001,2,2020-08-31 00:00:00,2019-06-30 00:00:00,50147268.42,1654241725.19,1585542994.53,44.6453880306,1488000844.76,1488000844.76,45.1600071431,24821372.76,33255075.5,34855001.96,70342353.17,70732024.09,9246409.84,,,,,,1336381.66,,,,,,,,,44.4846213337,52.295842265551,23.399731359679,49990015.25,23.789821914058
600212.SH,600212,016042,10002422,*ST江泉,综合行业,shzb,058001001,069001001003,002,001,2,2020-08-31 00:00:00,2019-06-30 00:00:00,-143932827.26,128548731.55,133664188.93,23.8305266886,118697190.86,118697190.86,28.3783664642,490137.17,12335817.72,-131665.22,-143942081.62,-143932827.26,,,,,,,2272708.4,,,,,,,,,16.9977950062,-1336.15352671443,-1324.26956167763,-147342081.62,-1369.0755317056
600210.SH,600210,016053,10002420,紫江企业,包装材料,shzb,058001001,069001001001,002,001,2,2020-08-31 00:00:00,2019-06-30 00:00:00,277791428.08,4656611950.49,4402714839.47,-1.3360231915,3717267373.17,3717267373.17,-2.192228809,194300541.84,306644543.9,77367531.69,339056917.33,339354364.6,52378732.16,,,,,,36792990.12,,,,,,,,,-1.4139152594,-17.794428483222,-6.509243395551,220806584.32,12.570036421808
600178.SH,600178,016035,10002391,东安动力,汽车行业,shzb,058001001,069001001001,002,001,2,2020-08-31 00:00:00,2019-06-30 00:00:00,-4197768.21,802619583.61,816239517.77,15.8466855795,708050744.75,708050744.75,16.2816711895,21973699.19,62550921.38,8518755.19,-4405366.25,-4197768.21,,,,,,,4904324.25,,,,,,,,,15.518361317,-134.310134018479,-132.112282626885,-10197925.92,-194.451463311873
600177.SH,600177,016010,10002390,雅戈尔,纺织服装,shzb,058001001,069001001001,002,001,2,2020-08-31 00:00:00,2019-06-30 00:00:00,2027071693.85,4582562753.32,4219816475.53,19.8281154878,2047185890.75,2047185890.75,38.27419294,1046527942.97,391685187.37,572665897.31,2164977990.62,2269102049.54,236868942.5,,,,,,117534166.54,,,,,,,,,27.8063820519,30.033750976823,36.158465850834,1842871770.37,46.532585139178
600151.SH,600151,016022,10002367,航天机电,电子元件,shzb,058001001,069001001001,002,001,2,2020-08-31 00:00:00,2019-06-30 00:00:00,-97698692.95,3238184369.92,3355079206.84,-3.9332574498,2858529933.77,2858529933.77,-2.6748658947,132997228.67,198909932.33,25313713.38,-102387543.19,-101906254.67,-1500611.29,,,,,,14198352.15,,,,,,,,,-3.0824718513,34.126146241043,44.064366459512,-115062748.34,40.28245806834
600139.SH,600139,016058,10002360,西部资源,多元金融,shzb,058001001,069001001001,002,001,2,2020-08-31 00:00:00,2019-06-30 00:00:00,-27869738.14,72840354.29,79670206.67,-48.1922121322,34978318.2,34978318.2,-44.9737563923,,16134486.07,27952361.18,-7466690.9,-13500082.07,4559468.48,,,,,,605041.22,,,,,,,,,-57.6831866586,-177.437936825422,-309.132045471225,-21877632.35,-231.749222372548
600128.SH,600128,016037,10002350,弘业股份,国际贸易,shzb,058001001,069001001001,002,001,2,2020-08-31 00:00:00,2019-06-30 00:00:00,-9519457.04,1603424161.44,1641493270.75,-29.2782060777,1478209644.84,1478209644.84,-31.4645440006,103653923.36,45244153.04,9157340.05,-20552528.05,-5006509.58,9994691.87,,,,,,5228209.46,,,,,,,,,-30.1627995893,43.342425111404,74.055069115591,-31213998.86,4.925203156922
600112.SH,600112,016020,10002336,ST天成,输配电气,shzb,058001001,069001001003,002,001,2,2020-08-31 00:00:00,2019-06-30 00:00:00,-38613200.5,84152482.99,136860315.93,-53.287871127,72817776.05,72817776.05,-60.9735019804,13707371.52,23536539.85,24120076.56,-48788792.29,-48943237.99,-10329610.29,,,,,,2321838.12,,,,,,,,,-67.9746633451,-40.558269804981,-30.232580991077,-37405886.28,-11.592186032192
600093.SH,600093,016058,10002317,易见股份,多元金融,shzb,058001001,069001001001,002,001,2,2020-08-31 00:00:00,2019-06-30 00:00:00,461333699.17,6288901189.64,5747378125.39,-32.1317867815,5578743400.78,5578743400.78,-32.5812156893,60535.36,28432755.12,61775531.39,551167218.23,551137921.22,74236104.36,,637586995.85,,,,4718378.43,,,637586995.85,,,,,,-30.2519972424,0.068990388792,10.228938500834,461279722.62,11.148012097687
600077.SH,600077,016017,10002301,宋都股份,房地产,shzb,058001001,069001001001,002,001,2,2020-08-31 00:00:00,2019-06-30 00:00:00,-67940891.38,456496404.63,487420993.89,-49.9615310641,284828521.36,284828521.36,-56.4952408719,114681507.54,91558421.25,-49547229.13,-79395108.98,-79095523.01,-6525730.91,,,,,,45899772.87,,,,,,,,,-61.6992919612,-141.85964025989,-158.5050693593,-147024267.5,-246.868482044936
600064.SH,600064,016017,10002288,南京高科,房地产,shzb,058001001,069001001001,002,001,2,2020-08-31 00:00:00,2019-06-30 00:00:00,1194947117.26,792516819.91,763983861.48,-47.5898343263,457108538.14,457108538.14,-53.3038410873,81219026.98,69464708.16,83514751.56,1348265029.66,1347688775.65,145642620.44,,11024889.88,,,,65669217.44,,,11024889.88,,,,,,-59.457721734,48.660267097788,69.9,862151158.48,22.455315768363
600028.SH,600028,016023,10002268,中国石化,石油行业,shzb,058001001,069001001001,002,001,2,2020-08-31 00:00:00,2019-06-30 00:00:00,31338000000,1498996000000,1453617000000,17.2542215382,1263093000000,1263093000000,20.2122546561,29740000000,27039000000,5163000000,49178000000,49096000000,10140000000,,,,,,120246000000,,,,,,,,,15.2850370544,-27.615543126288,-24.668269230769,30451000000,-23.472644567867
600015.SH,600015,016029,10007156,华夏银行,银行,shzb,058001001,069001001001,002,001,2,2020-08-31 00:00:00,2019-06-30 00:00:00,10543000000,39797000000,26353000000,,,26353000000,33.7037037037,,10601000000,,13444000000,13473000000,2847000000,39797000000,29346000000,22.8585782467,10135000000,,425000000,10601000000,10135000000,29346000000,,,,,,21.051831123,2.111499316421,5.062282012955,10505000000,4.945054945055
600012.SH,600012,016002,10002263,皖通高速,高速公路,shzb,058001001,069001001001,002,001,2,2020-08-31 00:00:00,2019-06-30 00:00:00,547875668.55,1467501106.08,722965252.88,1.4030245714,640586269.08,640586269.08,0.9909914064,,45862494.68,24713716.05,763076502.75,763348563.12,218600704.29,,,,,,11802773.07,,,,,,,,,-0.0005289188,-0.614598354377,-1.389691139706,547016641.85,-1.429885034768
600010.SH,600010,016033,10002261,包钢股份,钢铁行业,shzb,058001001,069001001001,002,001,2,2020-08-31 00:00:00,2019-06-30 00:00:00,1041424934.4,30308767803.97,28975670724.33,-3.1219517872,25603022628.84,25603022628.84,-4.6027438474,1092462159.23,662558092.52,1304115392.28,1422761740.26,1439269663.19,396287097.62,,,,,,309205930.12,,,,,,,,,-4.3316612086,-22.769625199627,-26.464933208049,1027324904.62,-27.095407764188
300891.SZ,300891,016041,10528099,惠云钛业,化工行业,cyb,058001001,069001002002,002,001,2,2020-08-31 00:00:00,2019-06-30 00:00:00,55276127.81,506271744.86,450530312.99,17.4503265867,399443977.5,399443977.5,23.4507081286,12399498.56,18481008.51,3928669.8,64996582.01,64563109.1,9287027,,,,,,4606929,,,,,,,,,15.2795135235,14.949840781102,20.011433040462,46634827.81,2.380460603771
300890.SZ,300890,016040,10656855,翔丰华,材料行业,cyb,058001001,069001002002,002,001,2,2020-08-31 00:00:00,2019-06-30 00:00:00,44854652.62,312608096.43,272819491.98,27.6821505902,244388501.56,244388501.56,33.8436340058,5408872.64,9457292.05,3472180.67,50411646.2,49150446.2,4295793.58,,,,,,905383.24,,,,,,,,,29.8593830553,67.18345693664,72.313505624082,36669583.84,56.705069506817
300347.SZ,300347,016024,10181893,泰格医药,医药制造,cyb,058001001,069001002002,002,001,2,2020-08-31 00:00:00,2019-06-30 00:00:00,352118250.56,1337294589.33,967986109.79,22.984768066,701365270.13,701365270.13,25.3684722983,39400272.7,149750325.87,13982045.8,432690108.64,435545068.77,57348744.11,,,,,,4842128.33,,,,,,,,,29.4861811077,57.190403504553,61.039650955259,287729459.27,51.964509538282
300309.SZ,300309,016058,10188028,吉艾科技,多元金融,cyb,058001001,069001002002,002,001,2,2020-08-31 00:00:00,2019-06-30 00:00:00,-400712700.54,476654737.52,282578225.51,53.9377445352,242482299.3,242482299.3,57.2158074645,257244.74,30141986.36,7863437.85,-436168714.42,-430307252.12,-39488510.38,,,,,,1227565.37,,,,,,,,,41.3070011724,6.763388348828,4.957601899092,-409874272.41,16.009591846285
300084.SZ,300084,016061,10152193,海默科技,专用设备,cyb,058001001,069001002002,002,001,2,2020-08-31 00:00:00,2019-06-30 00:00:00,-29171102.13,200329828.95,244238185.67,4.2798163823,133644877.5,133644877.5,6.2558240242,32999736.3,42649478.43,20470384.75,-29763477.85,-29936331.3,-70476.49,,,,,,3110592.45,,,,,,,,,4.8880892301,-1.822236924359,-8.170037974281,-35568474.06,-9.916654316917
003002.SZ,003002,016041,10457009,壶化股份,化工行业,zxb,058001001,069001002003,002,001,2,2020-08-31 00:00:00,2019-06-30 00:00:00,39053812.48,216310729.97,181263447.29,,112223661.59,112223661.59,,22449515.37,38463335.68,-24640.48,48385912.31,48277428.16,7967552.87,,,,,,2877120.61,,,,,,,,,,,,36348405.06,
002991.SZ,002991,016012,10000015508,甘源食品,食品饮料,zxb,058001001,069001002003,002,001,2,2020-08-31 00:00:00,2019-06-30 00:00:00,54551252.26,448895663.88,378804983.96,,263504157.53,263504157.53,,89704171.07,16830285.23,-34134.4,74431889.01,74036942.18,19485689.92,,,,,,6815814.64,,,,,,,,,,,,50595085.22,
002969.SZ,002969,016053,10549598,嘉美包装,包装材料,zxb,058001001,069001002003,002,001,2,2020-08-31 00:00:00,2019-06-30 00:00:00,66370545.2,1163203006.43,1093916708.78,-13.0569030244,956075643.18,956075643.18,-13.0349538377,32267593.73,61798620.37,31883911.68,84288334.03,83902055.35,17531510.15,,,,,,9500057.65,,,,,,,,,-12.1051049553,19.087663460677,26.773084565997,61509856.05,26.985980323852
002966.SZ,002966,016029,10063568,苏州银行,银行,zxb,058001001,069001002003,002,001,2,2020-08-31 00:00:00,2019-06-30 00:00:00,1429856329,4841433517,2939605726,,,2939605726,31.6884171873,,1362873254,,1901827791,1894461718,384287067,4841433517,2997402374,-5.3161619021,590634107,,48374165,1362873254,590634107,2997402374,,,,,,30.323670045,28.268990078505,10.440543249086,1421868000,13.059505672584
002960.SZ,002960,016014,10054901,青鸟消防,电子信息,zxb,058001001,069001002003,002,001,2,2020-08-31 00:00:00,2019-06-30 00:00:00,140114623.47,926597438.65,738287257.17,35.8577097374,562963423.72,562963423.72,39.3668171117,78338186.15,41565812.57,2032953.02,160894350.5,160924650.08,27003432.38,,,,,,6214900.09,,,,,,,,,29.1721736406,6.088831781861,7.542775206969,145690347.65,13.466606530978
002941.SZ,002941,016005,10338976,新疆交建,工程建设,zxb,058001001,069001002003,002,001,2,2020-08-31 00:00:00,2019-06-30 00:00:00,6371549.47,1637349150.43,1604518318.73,-1.6024648401,1491599873.8,1491599873.8,-1.6340693409,6526631.42,72409977.31,25088864.74,24452930.32,23786575.84,19252290.95,,,,,,4041980.05,,,,,,,,,-5.9756239523,-91.459003403759,-97.223200757496,689681,-98.564013633607
002936.SZ,002936,016029,10066057,郑州银行,银行,zxb,058001001,069001002003,002,001,2,2020-08-31 00:00:00,2019-06-30 00:00:00,2469317000,6256592000,3200239000,,,3200239000,50.5787910555,,1660085000,,3056353000,3058914000,548880000,6256592000,3939595000,39.6215441887,775576000,,54730000,1660085000,775576000,3939595000,,,,,,21.2643323941,0.730973240164,4.342349400161,2466759000,4.320923696189
002919.SZ,002919,016041,10541405,名臣健康,化工行业,zxb,058001001,069001002003,002,001,2,2020-08-31 00:00:00,2019-06-30 00:00:00,13015959.26,231806376.42,220801909.69,-8.3178263721,144849464.06,144849464.06,-10.175539356,47275142.92,20053058.4,-562352.09,14305173.04,14382075.88,1366116.62,,,,,,1835481.26,,,,,,,,,-10.7206974153,-29.959829179745,-33.131719940259,9378267.09,-31.449286919214
002905.SZ,002905,016039,10181834,金逸影视,文化传媒,zxb,058001001,069001002003,002,001,2,2020-08-31 00:00:00,2019-06-30 00:00:00,55196076.95,1015663337.92,978591061.11,5.9623127003,794411367.91,794411367.91,6.8461750713,120042291.09,48045782.15,3416838.62,77350766.67,74934795.34,20170524.5,,,,,,6408736.53,,,,,,,,,0.1190706528,-35.363395494551,-36.779242114483,28741209.53,-51.923951738574
002891.SZ,002891,016012,10528953,中宠股份,食品饮料,zxb,058001001,069001002003,002,001,2,2020-08-31 00:00:00,2019-06-30 00:00:00,16106898.2,787165620.33,742959006.45,24.3470789064,610590911.19,610590911.19,18.6731588914,77013256.88,31203540.15,11018817.7,41646152.41,41964525.84,19268830.58,,,,,,2562667.55,,,,,,,,,21.5755114549,-12.105940837101,-38.905288983785,15879463.24,-38.753577292864
002867.SZ,002867,016054,10429543,周大生,珠宝首饰,zxb,058001001,069001002003,002,001,2,2020-08-31 00:00:00,2019-06-30 00:00:00,475118309.71,2389610024.48,1842078905.13,7.9853594171,1488098942.04,1488098942.04,7.0965196435,258509958.19,57456690.18,4519218.61,592546290.2,617482925.43,142372346.44,,,,,,27599859.33,,,,,,,,,12.5056445343,28.816193759969,34.626223073525,442606247.09,32.131802897303
002866.SZ,002866,016022,10495167,传艺科技,电子元件,zxb,058001001,069001002003,002,001,2,2020-08-31 00:00:00,2019-06-30 00:00:00,42645680.12,692354995.84,649178313.66,84.4427101921,544074893.57,544074893.57,76.4568574335,26588923.7,43846418.2,3991042.08,47826815.14,46873454.18,4227774.06,,,,,,4149801.58,,,,,,,,,69.3930732251,-16.766404215375,-13.931661327004,40765279.16,-13.644963619725
002855.SZ,002855,016022,10433942,捷荣技术,电子元件,zxb,058001001,069001002003,002,001,2,2020-08-31 00:00:00,2019-06-30 00:00:00,26779548.78,1321819984.94,1286573825.86,34.1166774087,1110972839.38,1110972839.38,34.4458703743,14559469.69,111667620.98,12366132.08,19268335.29,19354091.22,-291638.78,,,,,,5359764.55,,,,,,,,,31.2204111183,-31.544458381856,5.049738827729,27197315.22,-2.051690601431
002833.SZ,002833,016061,10419168,弘亚数控,专用设备,zxb,058001001,069001002003,002,001,2,2020-08-31 00:00:00,2019-06-30 00:00:00,165643519.55,657097508.37,494481369.05,10.9567373044,407993966.79,407993966.79,6.8001215279,22712048.55,32087433.59,-1109748.6,195140455.73,195082516.4,27110787.87,,,,,,5612553.5,,,,,,,,,7.9571397482,0.674440278574,1.044018517349,138966300.16,0.007457730996
002792.SZ,002792,016015,10181947,通宇通讯,通讯行业,zxb,058001001,069001002003,002,001,2,2020-08-31 00:00:00,2019-06-30 00:00:00,51070873.59,805607158.43,743949476.94,19.2460527416,568472633.98,568472633.98,21.2692984024,68184260.98,46677036.54,-14406564.67,60997750.58,59295074.19,6191055.62,,,,,,6875384.7,,,,,,,,,18.7996357054,12.368820650796,27.248953263456,38345812.02,2.476893489864
002775.SZ,002775,016046,10180384,文科园林,园林工程,zxb,058001001,069001002003,002,001,2,2020-08-31 00:00:00,2019-06-30 00:00:00,136088038.9,1450378076.55,1275337429.01,4.3273956782,1157751109.44,1157751109.44,3.2416402847,,59037241.93,35691611.44,161144578.17,160774570.32,24686531.42,,,,,,8778295.03,,,,,,,,,5.0769969036,4.896638760667,4.406609913163,135237206.59,10.38845520832
002761.SZ,002761,016005,10195309,多喜爱,工程建设,zxb,058001001,069001002003,002,001,2,2020-08-31 00:00:00,2019-06-30 00:00:00,427323108.35,32770816164.57,32030784461.08,4.531950644,30835401968.13,30835401968.13,13584.7183049888,23118541.1,686812223.49,346635448.75,635519032.46,595582126.01,141956762.57,,,,,,94303079.2,,,,,,,,,-7.1639869967,-112.373390101122,-123.979113694715,438599724.08,-136.401555201678
002749.SZ,002749,016050,10186979,国光股份,农药兽药,zxb,058001001,069001002003,002,001,2,2020-08-31 00:00:00,2019-06-30 00:00:00,141120103.22,565445534.69,400500623.49,24.0668116133,298812559.45,298812559.45,26.5910321617,64273217.91,25207487.81,-4144290.3,164202041.34,164052669.02,22932565.8,,,,,,1244195.26,,,,,,,,,16.5646271227,0.610179057439,2.106567652121,140701700.12,2.703896108778
002734.SZ,002734,016050,10170078,利民股份,农药兽药,zxb,058001001,069001002003,002,001,2,2020-08-31 00:00:00,2019-06-30 00:00:00,198682889.47,1087518713.27,962370660.67,49.9250505251,787424342.43,787424342.43,54.5582277275,50887800.46,71199869.88,18525089.84,234493198.05,234159886.92,20763820.79,,,,,,4867475.29,,,,,,,,,52.648926613,99.752414233135,92.975733821154,188506142.8,89.28741671275
002716.SZ,002716,016052,10183295,*ST金贵,贵金属,zxb,058001001,069001002005,002,001,2,2020-08-31 00:00:00,2019-06-30 00:00:00,-37956026.61,4247648835.05,4294846715.56,-19.1680768383,4035658194.34,4035658194.34,-20.2849397115,4001038.59,57660071.89,189336888.23,-41939846.89,-42783065.22,-4827038.61,,,,,,8190522.51,,,,,,,,,-22.5504296049,-124.676704819095,-128.886479156445,-41903043.41,-131.625264778666
002692.SZ,002692,016020,10203062,ST远程,输配电气,zxb,058001001,069001002005,002,001,2,2020-08-31 00:00:00,2019-06-30 00:00:00,44315285.97,1280674173.65,1206285769.2,-10.5306153488,1024403527.61,1024403527.61,-11.0976377134,76030951.05,54817249.93,24605994.91,53897264.39,54240382.89,9925716.77,,,,,,5949006.86,,,,,,,,,-8.8906326471,28.819278841957,29.966518793731,42873244.31,24.703498557469
002671.SZ,002671,016004,10198198,龙泉股份,水泥建材,zxb,058001001,069001002003,002,001,2,2020-08-31 00:00:00,2019-06-30 00:00:00,-23632464.28,525714474.72,556040134.9,34.8046961713,415019121.11,415019121.11,53.4836793602,29498856.41,76085928.08,20347271.61,-29465593.08,-29432636.63,-4320658.88,,,,,,9455612.92,,,,,,,,,23.0067916496,-252.497056681903,-425.813218766704,-22828356.68,-452.442644568848
002651.SZ,002651,016043,10197804,利君股份,机械行业,zxb,058001001,069001002003,002,001,2,2020-08-31 00:00:00,2019-06-30 00:00:00,81718741.78,276257477,203323193.95,7.0701398898,150911997.37,150911997.37,1.6495898362,17602533.42,32158060.25,-6572267,92485561.91,96321057.38,14602315.6,,,,,,3965506.97,,,,,,,,,0.0235001976,-1.831701644867,3.016772482125,67710204.16,-6.400557043261
002638.SZ,002638,016060,10195961,*ST勤上,文教休闲,zxb,058001001,069001002005,002,001,2,2020-08-31 00:00:00,2019-06-30 00:00:00,7050085.54,576393680.42,570534117.32,0.0842429568,462060843.34,462060843.34,-0.489910351,49188319.14,54273151.84,-1654666.12,12279785.04,12971651.49,5930372.53,,,,,,4309788.49,,,,,,,,,-11.6835198007,-87.776315923557,-91.502153883626,1679159.03,-97.869228948008
002635.SZ,002635,016022,10192516,安洁科技,电子元件,zxb,058001001,069001002003,002,001,2,2020-08-31 00:00:00,2019-06-30 00:00:00,177826233.6,1385551915.79,1295909058.86,7.2563970271,1045270369.6,1045270369.6,4.8494081855,32680588.36,113787738.92,-3146259.03,-383962840.78,198175405.88,20389122.96,,,,,,15126765.07,,,,,,,,,-5.5036008963,-837.160739557203,-25.076253115991,92859687.38,230132.589698904
002610.SZ,002610,016059,10164012,爱康科技,金属制品,zxb,058001001,069001002003,002,001,2,2020-08-31 00:00:00,2019-06-30 00:00:00,32786464.94,2524162044.8,2511584081.08,0.8721228669,2132278664.59,2132278664.59,4.1415717006,76913698.56,105626962,169460362.22,38833972.99,39927901.04,3509287.03,,,,,,10460047.44,,,,,,,,,0.8760886581,-36.974683814449,-46.245459920885,15549728.31,-68.133028816212
002607.SZ,002607,016060,10173355,中公教育,文教休闲,zxb,058001001,069001002003,002,001,2,2020-08-31 00:00:00,2019-06-30 00:00:00,493025465.15,3637419515.48,3098605498.12,38.5883920103,1545288459.56,1545288459.56,41.5835114673,675313099.29,499631045.91,42509488.64,593215428.14,594697603.47,101672138.32,,,,,,31833247.21,,,,,,,,,48.7943990077,134.668509096526,132.179838642598,472434917.34,138.759625482957
